主字段,章节,等级,知识解析,拓展解析
胃的病机,中医基础理论::病机::脏腑病机::六腑,1,病机特点::受纳腐熟功能异常及胃失和降胃气上逆<br>###胃气虚::饮食不节损伤胃气或禀赋素虚久病元气不复。受纳腐熟减退(纳食不佳饮食无味)、胃失和降(脘腹胀满隐痛)、胃气上逆(嗳气恶心呕吐呃逆)<br>###胃阴虚::热病后期邪热久留或久病消烁阴液。受纳腐熟减退、胃失和降(脘痞不舒泛恶干呕)、阴津亏损(口舌干燥小便短少大便秘结舌光红少苔脉细数)<br>###胃寒::过食生冷或过用寒凉克伐药物或胃阳素虚。腐熟功能减退(呕吐清水饮食不化)、寒性凝滞气机阻滞(胃脘冷痛轻则绵绵不已重则拘急作痛)<br>###胃热火::邪热犯胃、嗜酒嗜食辛辣过食膏粱厚味、气滞瘀阻痰湿食积郁结化热、肝胆之火横逆犯胃。腐熟功能亢进(消谷善饥)、燥热内结胃失和降(口苦口渴大便秘结)、胃气上逆(恶心呕吐酸苦黄水)、胃火上炎(齿痛齄肿衄血呕血),
小肠的病机,中医基础理论::病机::脏腑病机::六腑,2,病机特点::消化吸收功能异常与二便异常<br>###失于受盛::呕吐食下腹痛<br>###失于化物::食下腹胀完谷不化<br>###清浊不化::上吐下泻腹痛肠鸣<br>###实热::小肠实热多由湿热下注或心移热于小肠所致——小便频数尿液浑浊或淋浊赤涩<br>###虚寒::小肠虚寒多因饮食不节损伤脾胃——肠鸣泄泻腹痛喜按,
大肠的病机,中医基础理论::病机::脏腑病机::六腑,2,病机特点::传导功能失调而大便异常<br>###热结::便秘或热结旁流<br>###湿热::泄泻、痢下赤白里急后重、痔痿<br>###虚寒::泄泻便溏完谷不化乃至滑脱不禁或便秘(多与脾肾阳虚有关)<br>###津亏::大便干结难解<br>###中气下陷肾虚不固::久泄滑脱脱肛大便失禁,
膀胱的病机,中医基础理论::病机::脏腑病机::六腑,2,病机特点::气化作用失常而小便异常<br>###病变::湿热蕴结、虚寒内生<br>###气化不利::尿少、[[癃闭]]<br>###气化无权::遗尿、小便失禁<br>###湿热下注::尿频尿急尿道涩痛尿血<br>###虚寒::小便频数清长或不禁尿有余沥遗尿排尿无力,
三焦的病机,中医基础理论::病机::脏腑病机::六腑,2,病机特点::[[三焦气化失司]]——全身气化失常和水液代谢功能障碍<br>###气机不利::升降出入异常影响脏腑功能：心行血肺呼吸脾胃肠运化升降肝胆疏泄肾膀胱蒸腾气化<br>###津液代谢::影响全身津液代谢——肺脾肾三脏调节水液代谢均有赖于三焦气化,
脑的病机,中医基础理论::病机::脏腑病机::奇恒之腑,3,病机特点::精神意识思维病变和感觉运动失常<br>###肾精亏虚::精不能生髓脑髓空虚——智力减退视听言语迟钝肢体活动不便痿弱不用<br>###脏腑失调::心肺脾肝肾功能失调引起脑功能失调——精神情志活动异常<br>###阳气不升::头目眩晕耳目失聪,
髓骨脉的病机,中医基础理论::病机::脏腑病机::奇恒之腑,3,髓骨::病机特点为骨髓空虚骨质异常和化生血液失常。肾精亏虚→生长发育迟缓骨质软弱松脆易折；五脏精气不足→精神不振反应迟钝听觉失聪视物不明<br>###脉道不利::津液枯涸脉失濡养、痰浊内阻气机不畅、寒凝瘀阻经脉阻滞、气滞或血瘀——局部疼痛肿胀麻木<br>###脉道失于约束::气的固摄血液功能失常(脾不统血)——各种出血,
女子胞的病机,中医基础理论::病机::脏腑病机::奇恒之腑,2,病机特点::经带胎产的异常<br>###气血不和::①血行过多：血热肝不藏血脾不统血气不摄血→月经先期量多行经期延长甚至崩漏 ②血随气火上逆→经行吐衄(倒经) ③气滞血瘀气血不足阳气不足下元虚寒→闭经等<br>###因素::气虚气滞气逆气陷血虚血瘀血寒血热所致的气血失调；心肝脾肾功能失调；天癸生成以及冲任气血不足,冲任不足::冲任隶属肝肾，肝肾功能失调致冲任气血不足使胞宫功能失常；脾胃运化失调影响冲任气血充盈<br>###其他因素::情志失常、劳倦过度、房事不节等使胞宫功能失常——思虑伤心心血暗耗、思虑伤脾气血生化无权、郁怒伤肝肝失疏泄、房劳伤肾肾精亏损天癸衰少
养生的概念,中医基础理论::养生预防与治则::养生,1,定义::养生又称[[摄生]]、道生、保生、卫生等<br>###内容::采取各种方法[[增强体质]]、提高健康水平、[[预防疾病]]及[[延缓衰老]]、延年益寿,
衰老的机制,中医基础理论::养生预防与治则::养生,1,天年::人的自然寿命一般为[[120岁]]左右<br>###衰老概念::随年龄增长，机体脏腑、精气血津液神、经络等生理功能[[全面逐渐减退]]的生命过程<br>###根本::以阴阳失调、五脏虚衰、精气不足为[[本]]，最重要的是先天后天虚衰，[[脾肾]]至关重要<br>###标::以情志失调、痰瘀毒内生为[[标]],寿天规律::人之始生以母为基以父为楯
养生基本原则,中医基础理论::养生预防与治则::养生,1,四原则::善于养生者应掌握[[顺应自然]]、[[形神共养]]、[[固护精气]]、[[调补脾肾]]的原则和方法,
顺应自然,中医基础理论::养生预防与治则::养生,1,含义::人与天地相应、[[天人合一]]、顺时摄养<br>###方法::[[春夏养阳、秋冬养阴]]，起居有常、动静和宜、衣着适当、调和饮食<br>###适应::适应四时气候、昼夜晨昏、地区方域等外界环境变化，包括自然环境与社会环境,古文::智者之养生也，必顺四时而适寒暑，和喜怒而安居处，节阴阳而调刚柔，如是则僻邪不至，长生久视。
形神共养,中医基础理论::养生预防与治则::养生,1,含义::既注重精神调养也重视适度形体锻炼，将调养形体与调摄精神结合，使[[形神合一]]或形与神俱<br>###静神::[[守神全形]]——清静养神、四气调神、积精养神、修性怡神、气功练神<br>###动形::[[养形全神]]——通过劳动、舞蹈、散步、导引、按摩等运动形体、调和气血、疏通经络,注意::运动量要适度，动以养形，以动形为本
调养脾胃与保精护肾,中医基础理论::养生预防与治则::养生,1,脾胃::脾胃强弱与人体盛衰生命寿天关系密切。原则：[[益脾气、养胃阴]]，用药注意升降防过偏。方法：节制饮食、调精神疏肝理脾、常运动和胃化食、防劳倦养脾气<br>###保精护肾::精和肾的正常与否是决定健康长寿的[[关键因素]]。首重[[节欲保精]]，另有运动保健、导引固肾、按摩益肾、食疗补肾、药物调治,古文::土气为万物之源，胃气为养生之主。胃强则强，胃弱则弱，有胃则生，无胃则死，是以养生家当以脾胃为先。
养生基本方法,中医基础理论::养生预防与治则::养生,2,精神养生::①调神养生(清静养神、立志养德、开朗乐观、保持心理平衡) ②调摄情绪(节制法、疏泄法、转移法、情志制约法)<br>###起居养生::起居有常、劳逸结合、节欲保精<br>###饮食养生::饮食有节、食不可偏、合理配膳全面营养；随四时调节饮食；因年龄体质个性习惯差异分别安排<br>###运动养生::适当锻炼<br>###环境养生::适应自然和社会环境<br>###针药养生::针灸按摩养生、药物养生,
治未病概述,中医基础理论::养生预防与治则::预防,1,概念::中医学的[[预防思想]]，包括三个方面<br>###未病先防::疾病未发生之前采取各种预防措施，增强正气消除有害因素以防止疾病发生<br>###既病防变::疾病发生之后[[早期诊断早期治疗]]，防止疾病发展和传变<br>###愈后防复::疾病初愈缓解或痊愈时注意调理阴阳维持平衡，预防疾病复发,古文::圣人不治已病治未病，不治已乱治未乱……夫病已成而后药之，乱已成而后治之，譬犹渴而穿井，斗而铸锥，不亦晚乎。
未病先防-扶助正气,中医基础理论::养生预防与治则::预防,1,顺应自然::法于阴阳和于术数，春夏养阳秋冬养阴<br>###调畅情志::恬淡虚无真气从之精神内守；胸怀开朗乐观则气机调畅气血和平正气旺盛<br>###护肾保精::房事有节(房室勿令竭乏)、运动保健、按摩固肾、食疗保肾、针药调治<br>###形体锻炼::运动量适度因人而宜做到[[形劳而不倦]]，循序渐进持之以恒。方法：五禽戏、太极拳、八段锦、易筋经等<br>###起居有常::顺应四时和昼夜变化安排适宜作息，注意劳逸适度<br>###调摄饮食::饮食有节定时定量不可过饥过饱；克服饮食偏嗜保持寒温适中；注意饮食卫生；五谷为养五果为助五畜为益五菜为充<br>###针灸推拿药物::药物调养扶助正气平调阴阳；推拿调节机体生理病理；针灸通过经络调节气血阴阳,古文::其知道者，法于阴阳，和于术数，饮食有节，起居有常，不妄作劳，故能形与神俱，尽终其天年，度百岁乃去。
未病先防-防止病邪,中医基础理论::养生预防与治则::预防,2,避邪气::虚邪贼风避之有时、避其毒气<br>###措施::①顺应四时防六淫之邪 ②避疫毒防邪气染易 ③注意环境防止外伤虫兽伤 ④讲卫生防止环境水源食物污染,
既病防变,中医基础理论::养生预防与治则::预防,1,早期诊治::诊治越早疗效越好——善治者治皮毛其次治肌肤其次治筋脉其次治六腑其次治五脏；治五脏者半死半生也<br>###阻截病传::根据传变规律早期诊治阻截病传途径防止深化恶化。如麻疹初起宣透发表透疹防止内犯脏腑<br>###先安未受邪之地::治疗肝病时配伍调理脾胃药物使脾旺不受邪(见肝之病知肝传脾当先实脾)；温热病伤及胃阴后加入咸寒滋肾之品防肾阴耗损,古文::见微知著，患弥于未萌，是为上工。务在先安未受邪之地。<br>###叶天士::温热病伤及胃阴后在甘寒养胃方药中加入咸寒滋肾之品
愈后防复,中医基础理论::养生预防与治则::预防,2,原则::谨察阴阳所在而调之，以平为期<br>###方法::邪气留恋需综合措施——邪尽病愈、扶助正气、消除宿根、避免诱因<br>###饮食::注意饮食调护和禁忌促进疾病痊愈,古文::病热少愈，食肉则复，多食则遗，此其禁也。
治则概述,中医基础理论::养生预防与治则::治则,1,定义::治则即治疗疾病的[[基本原则]]，在整体观念和辨证论治精神指导下制定<br>###治病求本::寻找疾病根本原因并针对根本原因治疗，位于治则治法理论体系的[[最高层次]]<br>###核心::以[[平]]为期,体系::整体观念与辨证论治→治病求本→治则→治法(治疗八法→具体治法→具体措施)<br>###古文::治病必求于本。本即阴阳，后世引申为疾病的本质。
治则与治法关系,中医基础理论::养生预防与治则::治则,1,联系::治则指导治法，治法从属治则<br>###治则::治疗疾病的准则——原则性与指导性，相对稳定与规范<br>###治法::一定治则指导下的具体治疗大法、方法、措施——具体、复杂、灵活、多样,治疗大法::八法：[[汗吐下和温清消补]]<br>###具体治法::针对某证候确立——如辛温解表、镇肝息风、健脾利湿<br>###治疗措施::具体技术方式途径——药治、针灸、按摩、导引、熏洗
正治,中医基础理论::养生预防与治则::治则,1,含义::采用与病证性质[[相反]]的方药治疗原则(逆治)<br>###适用::疾病征象与本质相[[一致]]的病证(最常用)<br>###寒者热之::寒性病用温热药——表寒证用辛温解表，里寒证用辛热温里<br>###热者寒之::热性病用寒凉药——表热证用辛凉解表，里热证用苦寒清里<br>###虚则补之::虚病用补药——阳虚温阳、阴虚滋阴、气虚益气、血虚补血<br>###实则泻之::实病用攻邪药——食滞消食导滞、水饮逐水、瘀血活血化瘀、湿盛祛湿,
反治,中医基础理论::养生预防与治则::治则,1,含义::顺从病证外在[[假象]]而治的治疗原则(从治)，但用药与证候本质相反<br>###适用::疾病征象与其本质[[不完全符合]]的病证<br>###热因热用::用热药治假热征象——[[阴盛格阳]]的真寒假热证<br>###寒因寒用::用寒药治假寒征象——[[阳盛格阴]]的真热假寒证<br>###塞因塞用::用补益方药治疗虚性闭塞不通症状([[以补开塞]])——脾虚胀满、精血不足便秘、肾阳虚尿少癃闭、血枯经闭<br>###通因通用::通利药治通泄病——食积腹泻、热结旁流、瘀血崩漏、膀胱湿热尿频尿急,实例热结旁流::体现实则泻之、热者寒之、通因通用<br>###反佐::前人列入反治范畴，实为制方服药的具体方法
标本的概念,中医基础理论::养生预防与治则::治则,1,定义::标本关系即病变过程中矛盾的[[主次先后]]关系<br>###正气与邪气::本→正气；标→邪气<br>###病机与症状::本→病因病机；标→症状<br>###疾病先后::本→旧病原发病；标→新病继发病<br>###病位::本→里病在内在下脏腑精气病；标→表病在外在上肌表经络病,
治标治本,中医基础理论::养生预防与治则::治则,1,急则治标::标病危急先治其标——出现大出血、暴泻、剧痛、频繁呕吐、中满、大小便不利、昏迷、腹水、虚脱、高热等急症；慢性病复感外邪新病急者先治外感<br>###缓则治本::慢性疾病或急性病恢复期标病不急——如肺痨咳嗽本为肺肾阴虚应滋养肺肾治本；气虚自汗应益气固表治本<br>###标本兼治::标病与本病错杂并重——如邪热里结阴液受伤当泻下与滋阴同用；虚人感冒当益气解表,古文::先热而后生中满者治其标。先病而后生中满者治其标。小大不利治其标。
扶正祛邪概念,中医基础理论::养生预防与治则::治则,1,扶正::扶助正气增强体质提高抗邪能力——适用各种[[虚证]]。方法：益气、养血、滋阴、温阳、填精、补津及补养脏腑<br>###祛邪::祛除邪气消解病邪侵袭损害——适用各种[[实证]]。方法：发汗、涌吐、攻下、消导、化痰、活血、散寒、清热、解毒、祛湿,原则::扶正不留邪，祛邪不伤正
扶正祛邪运用,中医基础理论::养生预防与治则::治则,1,单独扶正::虚证或真虚假实证——多用于慢性病、恢复期、素体虚弱之人<br>###单独祛邪::实证或真实假虚证——多用于外感病初期极盛期，正气尚可<br>###扶正兼祛邪::正虚为主的虚实夹杂——如肾阳虚水饮当温补肾阳兼利水湿<br>###祛邪兼扶正::邪实为主的虚实夹杂——如暑热伤津气当清解暑热兼益气生津<br>###先补后攻::正虚邪实而不耐攻伐——如虫积正气太弱先健脾扶正再驱虫消积<br>###先攻后补::邪盛扶正反会助邪或正虚不甚邪势方张——如瘀血崩漏先活血化瘀后补血扶正,
调整阴阳-损其有余,中医基础理论::养生预防与治则::治则,1,泻其阳盛::实热证——治热以寒([[热者寒之]])；实热兼阴虚——清热＋滋阴<br>###损其阴盛::实寒证——治寒以热([[寒者热之]])；实寒兼阳虚——散寒＋温阳,
调整阴阳-补其不足,中医基础理论::养生预防与治则::治则,1,阳病治阴::阴虚则热的虚热证→[[滋阴以抑阳]]。壮水之主以制阳光<br>###阴病治阳::阳虚则寒的虚寒证→[[温阳以抑阴]]。益火之源以消阴翳<br>###阳中求阴::阴虚证滋阴剂中适当佐以补阳药——善补阴者必于阳中求阴则阴得阳升而泉源不竭<br>###阴中求阳::阳虚证补阳剂中适当佐以补阴药——善补阳者必于阴中求阳则阳得阴助而生化无穷<br>###阴阳双补::阴阳两虚——阳损及阴补阳辅以滋阴；阴损及阳滋阴辅以补阳<br>###回阳救阴::亡阳→回阳固脱；亡阴→救阴固脱。均以峻剂补气固脱且应敛汗,格拒::阴阳格拒用反治——寒因寒用、热因热用<br>###注意::阴阳互济之调补和阴阳并补虽用药都是滋阴补阳并用但主次分寸不同适应证候有别
